timestamp,master,checkPointer,autoVacuumLauncher,walWriter,writer,statisticsCollector,autoVacuumWorker
2023-07-22 17:05:59,1,1,1,1,1,0,0
2023-07-22 17:06:09,1,1,1,1,1,0,1
2023-07-22 17:06:19,1,1,1,1,1,0,0
2023-07-22 17:06:29,1,1,1,1,1,0,0
2023-07-22 17:06:39,1,1,1,1,1,0,0
2023-07-22 17:06:49,1,1,1,1,1,0,0
2023-07-22 17:06:59,1,1,1,1,1,0,0
2023-07-22 17:07:09,1,1,1,1,1,0,1
2023-07-22 17:07:19,1,1,1,1,1,0,0
2023-07-22 17:07:29,1,1,1,1,1,0,0
2023-07-22 17:07:39,1,1,1,1,1,0,0
2023-07-22 17:07:49,1,1,1,1,1,0,0
2023-07-22 17:07:59,1,1,1,1,1,0,0
2023-07-22 17:08:09,1,1,1,1,1,0,1
2023-07-22 17:08:19,1,1,1,1,1,0,0
2023-07-22 17:08:29,1,1,1,1,1,0,0
2023-07-22 17:08:39,1,1,1,1,1,0,0
2023-07-22 17:08:49,1,1,1,1,1,0,0
2023-07-22 17:08:59,1,1,1,1,1,0,0
2023-07-22 17:09:09,1,1,1,1,1,0,1
2023-07-22 17:09:19,1,1,1,1,1,0,0
2023-07-22 17:09:29,1,1,1,1,1,0,0
2023-07-22 17:09:39,1,1,1,1,1,0,0
2023-07-22 17:09:49,1,1,1,1,1,0,0
2023-07-22 17:09:59,1,1,1,1,1,0,0
2023-07-22 17:10:09,1,1,1,1,1,0,1
2023-07-22 17:10:19,1,1,1,1,1,0,0
2023-07-22 17:10:29,1,1,1,1,1,0,0
2023-07-22 17:10:39,1,1,1,1,1,0,0
2023-07-22 17:10:49,1,1,1,1,1,0,0
2023-07-22 17:10:59,1,1,1,1,1,0,0
2023-07-22 17:11:09,1,1,1,1,1,0,1
2023-07-22 17:11:19,1,1,1,1,1,0,0
2023-07-22 17:11:29,1,1,1,1,1,0,0
2023-07-22 17:11:39,1,1,1,1,1,0,0
2023-07-22 17:11:49,1,1,1,1,1,0,0
2023-07-22 17:11:59,1,1,1,1,1,0,0
2023-07-22 17:12:09,1,1,1,1,1,0,1
2023-07-22 17:12:19,1,1,1,1,1,0,0
2023-07-22 17:12:29,1,1,1,1,1,0,0
2023-07-22 17:12:39,1,1,1,1,1,0,0
2023-07-22 17:12:49,1,1,1,1,1,0,0
2023-07-22 17:12:59,1,1,1,1,1,0,0
2023-07-22 17:13:09,1,1,1,1,1,0,1
2023-07-22 17:13:19,1,1,1,1,1,0,0
2023-07-22 17:13:29,1,1,1,1,1,0,0
2023-07-22 17:13:39,1,1,1,1,1,0,0
2023-07-22 17:13:49,1,1,1,1,1,0,0
2023-07-22 17:13:59,1,1,1,1,1,0,0
2023-07-22 17:14:09,1,1,1,1,1,0,1
2023-07-22 17:14:19,1,1,1,1,1,0,0
2023-07-22 17:14:29,1,1,1,1,1,0,0
2023-07-22 17:14:39,1,1,1,1,1,0,0
2023-07-22 17:14:49,1,1,1,1,1,0,0
2023-07-22 17:14:59,1,1,1,1,1,0,0
2023-07-22 17:15:09,1,1,1,1,1,0,1
2023-07-22 17:15:19,1,1,1,1,1,0,0
2023-07-22 17:15:29,1,1,1,1,1,0,0
2023-07-22 17:15:39,1,1,1,1,1,0,0
2023-07-22 17:15:49,1,1,1,1,1,0,0
2023-07-22 17:15:59,1,1,1,1,1,0,0
2023-07-22 17:16:09,1,1,1,1,1,0,1
2023-07-22 17:16:19,1,1,1,1,1,0,0
2023-07-22 17:16:29,1,1,1,1,1,0,0
2023-07-22 17:16:39,1,1,1,1,1,0,0
2023-07-22 17:16:49,1,1,1,1,1,0,0
2023-07-22 17:16:59,1,1,1,1,1,0,0
2023-07-22 17:17:09,1,1,1,1,1,0,1
2023-07-22 17:17:19,1,1,1,1,1,0,0
2023-07-22 17:17:29,1,1,1,1,1,0,0
2023-07-22 17:17:39,1,1,1,1,1,0,0
2023-07-22 17:17:49,1,1,1,1,1,0,0
2023-07-22 17:17:59,1,1,1,1,1,0,0
2023-07-22 17:18:09,1,1,1,1,1,0,1
2023-07-22 17:18:19,1,1,1,1,1,0,0
2023-07-22 17:18:29,1,1,1,1,1,0,0
2023-07-22 17:18:39,1,1,1,1,1,0,0
2023-07-22 17:18:49,1,1,1,1,1,0,0
2023-07-22 17:18:59,1,1,1,1,1,0,0
2023-07-22 17:19:09,1,1,1,1,1,0,1
2023-07-22 17:19:19,1,1,1,1,1,0,0
2023-07-22 17:19:29,1,1,1,1,1,0,0
2023-07-22 17:19:39,1,1,1,1,1,0,0
2023-07-22 17:19:49,1,1,1,1,1,0,0
2023-07-22 17:19:59,1,1,1,1,1,0,0
2023-07-22 17:20:09,1,1,1,1,1,0,1
2023-07-22 17:20:19,1,1,1,1,1,0,0
2023-07-22 17:20:29,1,1,1,1,1,0,0
2023-07-22 17:20:39,1,1,1,1,1,0,0
2023-07-22 17:20:49,1,1,1,1,1,0,0
2023-07-22 17:20:59,1,1,1,1,1,0,0
2023-07-22 17:21:09,1,1,1,1,1,0,1
2023-07-22 17:21:19,1,1,1,1,1,0,0
2023-07-22 17:21:29,1,1,1,1,1,0,0
2023-07-22 17:21:39,1,1,1,1,1,0,0
2023-07-22 17:21:49,1,1,1,1,1,0,0
2023-07-22 17:21:59,1,1,1,1,1,0,0
2023-07-22 17:22:09,1,1,1,1,1,0,1
2023-07-22 17:22:19,1,1,1,1,1,0,0
2023-07-22 17:22:29,1,1,1,1,1,0,0
2023-07-22 17:22:39,1,1,1,1,1,0,1
2023-07-22 17:22:49,1,1,1,1,1,0,0
2023-07-22 17:22:59,1,1,1,1,1,0,0
2023-07-22 17:23:09,1,1,1,1,1,0,1
2023-07-22 17:23:19,1,1,1,1,1,0,0
2023-07-22 17:23:29,1,1,1,1,1,0,0
2023-07-22 17:23:39,1,1,1,1,1,0,1
2023-07-22 17:23:49,1,1,1,1,1,0,0
2023-07-22 17:23:59,1,1,1,1,1,0,0
2023-07-22 17:24:09,1,1,1,1,1,0,1
2023-07-22 17:24:19,1,1,1,1,1,0,0
2023-07-22 17:24:29,1,1,1,1,1,0,0
2023-07-22 17:24:39,1,1,1,1,1,0,1
2023-07-22 17:24:49,1,1,1,1,1,0,0
2023-07-22 17:24:59,1,1,1,1,1,0,0
2023-07-22 17:25:09,1,1,1,1,1,0,1
2023-07-22 17:25:19,1,1,1,1,1,0,0
2023-07-22 17:25:29,1,1,1,1,1,0,0
2023-07-22 17:25:39,1,1,1,1,1,0,0
2023-07-22 17:25:49,1,1,1,1,1,0,0
2023-07-22 17:25:59,1,1,1,1,1,0,0
2023-07-22 17:26:09,1,1,1,1,1,0,0
2023-07-22 17:26:19,1,1,1,1,1,0,0
2023-07-22 17:26:29,1,1,1,1,1,0,0
2023-07-22 17:26:39,1,1,1,1,1,0,0
2023-07-22 17:26:49,1,1,1,1,1,0,0
2023-07-22 17:26:59,1,1,1,1,1,0,0
2023-07-22 17:27:09,1,1,1,1,1,0,0
2023-07-22 17:27:19,1,1,1,1,1,0,0
2023-07-22 17:27:29,1,1,1,1,1,0,0
2023-07-22 17:27:39,1,1,1,1,1,0,0
2023-07-22 17:27:49,1,1,1,1,1,0,0
2023-07-22 17:27:59,1,1,1,1,1,0,0
2023-07-22 17:28:09,1,1,1,1,1,0,0
2023-07-22 17:28:19,1,1,1,1,1,0,0
2023-07-22 17:28:29,1,1,1,1,1,0,0
2023-07-22 18:53:43,1,1,1,1,1,0,0
2023-07-22 18:53:53,1,1,1,1,1,0,0
2023-07-22 18:54:03,1,1,1,1,1,0,0
2023-07-22 18:54:13,1,1,1,1,1,0,0
2023-07-22 18:54:23,1,1,1,1,1,0,0
2023-07-22 18:54:33,1,1,1,1,1,0,0
2023-07-22 18:54:43,1,1,1,1,1,0,0
2023-07-22 18:54:53,1,1,1,1,1,0,0
2023-07-22 18:55:03,1,1,1,1,1,0,0
2023-07-22 18:55:13,1,1,1,1,1,0,1
2023-07-22 18:55:23,1,1,1,1,1,0,0
2023-07-22 18:55:33,1,1,1,1,1,0,0
2023-07-22 18:55:43,1,1,1,1,1,0,0
2023-07-22 18:55:53,1,1,1,1,1,0,0
2023-07-22 18:56:03,1,1,1,1,1,0,0
2023-07-22 18:56:13,1,1,1,1,1,0,0
2023-07-22 18:56:23,1,1,1,1,1,0,0
2023-07-22 18:56:33,1,1,1,1,1,0,0
2023-07-22 18:56:43,1,1,1,1,1,0,0
2023-07-22 18:56:53,1,1,1,1,1,0,0
2023-07-22 18:57:03,1,1,1,1,1,0,0
2023-07-22 18:57:13,1,1,1,1,1,0,0
2023-07-22 18:57:23,1,1,1,1,1,0,0
2023-07-22 18:57:33,1,1,1,1,1,0,0
2023-07-22 18:57:43,1,1,1,1,1,0,0
2023-07-22 18:57:53,1,1,1,1,1,0,0
2023-07-22 18:58:03,1,1,1,1,1,0,0
2023-07-22 18:58:13,1,1,1,1,1,0,1
2023-07-22 18:58:23,1,1,1,1,1,0,0
2023-07-22 18:58:33,1,1,1,1,1,0,0
2023-07-22 18:58:43,1,1,1,1,1,0,0
2023-07-22 19:02:57,1,1,1,1,1,0,0
2023-07-22 19:03:06,1,1,1,1,1,0,0
2023-07-22 19:03:16,1,1,1,1,1,0,0
2023-07-22 19:03:26,1,1,1,1,1,0,0
2023-07-22 19:03:36,1,1,1,1,1,0,0
2023-07-22 19:03:46,1,1,1,1,1,0,0
2023-07-22 19:03:56,1,1,1,1,1,0,0
2023-07-22 19:04:06,1,1,1,1,1,0,0
2023-07-22 19:04:16,1,1,1,1,1,0,0
2023-07-22 19:04:26,1,1,1,1,1,0,0
2023-07-22 19:04:36,1,1,1,1,1,0,0
2023-07-22 19:04:46,1,1,1,1,1,0,0
2023-07-22 19:04:56,1,1,1,1,1,0,0
2023-07-22 19:05:06,1,1,1,1,1,0,0
2023-07-22 19:05:16,1,1,1,1,1,0,0
2023-07-22 19:05:26,1,1,1,1,1,0,0
2023-07-22 19:05:36,1,1,1,1,1,0,0
2023-07-22 19:05:46,1,1,1,1,1,0,0
2023-07-22 19:05:56,1,1,1,1,1,0,0
2023-07-22 19:06:06,1,1,1,1,1,0,0
2023-07-22 19:06:16,1,1,1,1,1,0,0
2023-07-22 19:06:26,1,1,1,1,1,0,0
2023-07-22 19:06:36,1,1,1,1,1,0,0
2023-07-22 19:06:46,1,1,1,1,1,0,0
2023-07-22 19:06:56,1,1,1,1,1,0,0
2023-07-22 19:07:06,1,1,1,1,1,0,0
2023-07-22 19:07:16,1,1,1,1,1,0,0
2023-07-22 19:07:26,1,1,1,1,1,0,0
2023-07-22 19:07:36,1,1,1,1,1,0,0
2023-07-22 19:07:46,1,1,1,1,1,0,0
2023-07-22 19:07:56,1,1,1,1,1,0,0
2023-07-22 19:08:06,1,1,1,1,1,0,0
2023-07-22 19:08:16,1,1,1,1,1,0,0
2023-07-22 19:08:26,1,1,1,1,1,0,0
2023-07-22 19:08:36,1,1,1,1,1,0,0
2023-07-22 19:12:19,1,1,1,1,1,0,0
2023-07-22 19:12:29,1,1,1,1,1,0,0
2023-07-22 19:12:39,1,1,1,1,1,0,0
2023-07-22 19:12:49,1,1,1,1,1,0,0
2023-07-22 19:12:59,1,1,1,1,1,0,0
2023-07-22 19:13:09,1,1,1,1,1,0,0
2023-07-22 19:13:19,1,1,1,1,1,0,0
2023-07-22 19:13:29,1,1,1,1,1,0,0
2023-07-22 19:13:39,1,1,1,1,1,0,0
2023-07-22 19:13:49,1,1,1,1,1,0,0
2023-07-22 19:13:59,1,1,1,1,1,0,0
2023-07-22 19:14:09,1,1,1,1,1,0,0
2023-07-22 19:14:19,1,1,1,1,1,0,1
2023-07-22 19:14:29,1,1,1,1,1,0,0
2023-07-22 19:14:39,1,1,1,1,1,0,0
2023-07-22 19:14:49,1,1,1,1,1,0,0
2023-07-22 19:14:59,1,1,1,1,1,0,0
2023-07-22 19:15:09,1,1,1,1,1,0,0
2023-07-22 19:15:19,1,1,1,1,1,0,0
2023-07-22 19:15:29,1,1,1,1,1,0,0
2023-07-22 19:15:39,1,1,1,1,1,0,0
2023-07-22 19:15:49,1,1,1,1,1,0,0
2023-07-22 19:15:59,1,1,1,1,1,0,0
2023-07-22 19:16:09,1,1,1,1,1,0,0
2023-07-22 19:16:19,1,1,1,1,1,0,0
2023-07-22 19:16:29,1,1,1,1,1,0,0
2023-07-22 19:16:39,1,1,1,1,1,0,0
2023-07-22 19:16:49,1,1,1,1,1,0,0
2023-07-22 19:16:59,1,1,1,1,1,0,0
2023-07-22 19:17:09,1,1,1,1,1,0,0
2023-07-22 19:17:19,1,1,1,1,1,0,0
2023-07-22 19:17:29,1,1,1,1,1,0,0
2023-07-22 19:17:39,1,1,1,1,1,0,0
2023-07-22 19:17:49,1,1,1,1,1,0,0
2023-07-22 19:17:59,1,1,1,1,1,0,0
2023-07-22 19:18:09,1,1,1,1,1,0,0
2023-07-22 19:18:19,1,1,1,1,1,0,1
2023-07-22 19:18:29,1,1,1,1,1,0,0
2023-07-22 19:18:39,1,1,1,1,1,0,0
2023-07-22 19:18:49,1,1,1,1,1,0,0
2023-07-22 19:18:59,1,1,1,1,1,0,0
2023-07-22 19:19:09,1,1,1,1,1,0,0
2023-07-22 19:19:19,1,1,1,1,1,0,1
2023-07-22 19:19:29,1,1,1,1,1,0,0
2023-07-22 19:19:39,1,1,1,1,1,0,0
2023-07-22 19:19:49,1,1,1,1,1,0,0
2023-07-22 19:19:59,1,1,1,1,1,0,0
2023-07-22 19:20:09,1,1,1,1,1,0,0
2023-07-22 19:20:19,1,1,1,1,1,0,1
2023-07-22 19:20:29,1,1,1,1,1,0,0
2023-07-22 19:20:39,1,1,1,1,1,0,0
2023-07-22 19:20:49,1,1,1,1,1,0,0
2023-07-22 19:20:59,1,1,1,1,1,0,0
2023-07-22 19:21:09,1,1,1,1,1,0,0
2023-07-22 19:21:19,1,1,1,1,1,0,1
2023-07-22 19:21:29,1,1,1,1,1,0,0
2023-07-22 19:21:39,1,1,1,1,1,0,0
2023-07-22 19:21:49,1,1,1,1,1,0,0
2023-07-22 19:21:59,1,1,1,1,1,0,0
2023-07-22 19:22:09,1,1,1,1,1,0,0
2023-07-22 19:22:19,1,1,1,1,1,0,1
2023-07-22 19:22:29,1,1,1,1,1,0,0
2023-07-22 19:22:39,1,1,1,1,1,0,0
2023-07-22 19:22:49,1,1,1,1,1,0,0
2023-07-22 19:22:59,1,1,1,1,1,0,0
2023-07-22 19:23:09,1,1,1,1,1,0,0
2023-07-22 19:23:19,1,1,1,1,1,0,1
2023-07-22 19:23:29,1,1,1,1,1,0,0
2023-07-22 19:23:39,1,1,1,1,1,0,0
2023-07-22 19:23:49,1,1,1,1,1,0,0
2023-07-22 19:23:59,1,1,1,1,1,0,0
2023-07-22 19:24:09,1,1,1,1,1,0,0
2023-07-22 19:24:19,1,1,1,1,1,0,1
2023-07-22 19:24:29,1,1,1,1,1,0,0
2023-07-22 19:24:39,1,1,1,1,1,0,0
2023-07-22 19:24:49,1,1,1,1,1,0,0
2023-07-22 19:24:59,1,1,1,1,1,0,0
2023-07-22 19:25:09,1,1,1,1,1,0,0
2023-07-22 19:25:19,1,1,1,1,1,0,1
2023-07-22 19:25:29,1,1,1,1,1,0,0
2023-07-22 19:25:39,1,1,1,1,1,0,0
2023-07-22 19:25:49,1,1,1,1,1,0,0
2023-07-22 19:25:59,1,1,1,1,1,0,0
2023-07-22 19:26:09,1,1,1,1,1,0,0
2023-07-22 19:26:19,1,1,1,1,1,0,1
2023-07-22 19:26:29,1,1,1,1,1,0,0
2023-07-22 19:26:39,1,1,1,1,1,0,0
2023-07-22 19:26:49,1,1,1,1,1,0,0
2023-07-22 19:26:59,1,1,1,1,1,0,0
2023-07-22 19:27:09,1,1,1,1,1,0,0
2023-07-22 19:27:19,1,1,1,1,1,0,1
2023-07-22 19:27:29,1,1,1,1,1,0,0
2023-07-22 19:27:39,1,1,1,1,1,0,0
2023-07-22 19:27:49,1,1,1,1,1,0,0
2023-07-22 19:27:59,1,1,1,1,1,0,0
2023-07-22 19:28:09,1,1,1,1,1,0,0
2023-07-22 19:28:19,1,1,1,1,1,0,1
2023-07-22 19:28:29,1,1,1,1,1,0,0
2023-07-22 19:28:39,1,1,1,1,1,0,0
2023-07-22 19:28:49,1,1,1,1,1,0,0
2023-07-22 19:28:59,1,1,1,1,1,0,0
2023-07-22 19:29:09,1,1,1,1,1,0,0
2023-07-22 19:29:19,1,1,1,1,1,0,1
2023-07-22 19:29:29,1,1,1,1,1,0,0
2023-07-22 19:29:39,1,1,1,1,1,0,0
2023-07-22 19:29:49,1,1,1,1,1,0,0
2023-07-22 19:29:59,1,1,1,1,1,0,0
2023-07-22 19:30:09,1,1,1,1,1,0,0
2023-07-22 19:30:19,1,1,1,1,1,0,1
2023-07-22 19:30:29,1,1,1,1,1,0,0
2023-07-22 19:30:39,1,1,1,1,1,0,0
2023-07-22 19:30:49,1,1,1,1,1,0,0
2023-07-22 19:30:59,1,1,1,1,1,0,0
2023-07-22 19:31:09,1,1,1,1,1,0,0
2023-07-22 19:31:19,1,1,1,1,1,0,1
2023-07-22 19:31:29,1,1,1,1,1,0,0
2023-07-22 19:31:39,1,1,1,1,1,0,0
2023-07-22 19:31:49,1,1,1,1,1,0,0
2023-07-22 19:31:59,1,1,1,1,1,0,0
2023-07-22 19:32:09,1,1,1,1,1,0,0
2023-07-22 19:32:19,1,1,1,1,1,0,1
2023-07-22 19:32:29,1,1,1,1,1,0,0
2023-07-22 19:38:58,1,1,1,1,1,0,0
2023-07-22 19:39:07,1,1,1,1,1,0,0
2023-07-22 19:39:17,1,1,1,1,1,0,0
2023-07-22 19:39:27,1,1,1,1,1,0,0
2023-07-22 19:39:37,1,1,1,1,1,0,0
2023-07-22 19:39:47,1,1,1,1,1,0,0
2023-07-22 19:39:57,1,1,1,1,1,0,0
2023-07-22 19:40:07,1,1,1,1,1,0,0
2023-07-22 19:40:17,1,1,1,1,1,0,0
2023-07-22 19:40:27,1,1,1,1,1,0,0
2023-07-22 19:40:37,1,1,1,1,1,0,0
2023-07-22 19:40:47,1,1,1,1,1,0,0
2023-07-22 19:40:57,1,1,1,1,1,0,0
2023-07-22 19:41:07,1,1,1,1,1,0,0
2023-07-22 19:41:17,1,1,1,1,1,0,0
2023-07-22 19:41:27,1,1,1,1,1,0,0
2023-07-22 19:41:37,1,1,1,1,1,0,0
2023-07-22 19:41:47,1,1,1,1,1,0,0
2023-07-22 19:41:57,1,1,1,1,1,0,0
2023-07-22 19:42:07,1,1,1,1,1,0,0
2023-07-22 19:42:17,1,1,1,1,1,0,0
2023-07-22 19:42:27,1,1,1,1,1,0,0
2023-07-22 19:42:37,1,1,1,1,1,0,0
2023-07-22 19:42:47,1,1,1,1,1,0,0
2023-07-22 19:42:57,1,1,1,1,1,0,0
2023-07-22 19:43:07,1,1,1,1,1,0,0
2023-07-22 19:43:17,1,1,1,1,1,0,0
2023-07-22 19:43:27,1,1,1,1,1,0,0
2023-07-22 19:43:37,1,1,1,1,1,0,0
2023-07-22 19:43:47,1,1,1,1,1,0,0
2023-07-22 19:43:57,1,1,1,1,1,0,0
2023-07-22 19:44:07,1,1,1,1,1,0,0
2023-07-22 19:44:17,1,1,1,1,1,0,0
2023-07-22 19:44:27,1,1,1,1,1,0,0
2023-07-22 19:44:37,1,1,1,1,1,0,0
2023-07-22 19:44:47,1,1,1,1,1,0,0
2023-07-22 19:44:57,1,1,1,1,1,0,0
2023-07-22 19:45:07,1,1,1,1,1,0,0
2023-07-22 19:45:17,1,1,1,1,1,0,0
2023-07-22 19:45:27,1,1,1,1,1,0,0
2023-07-22 19:45:37,1,1,1,1,1,0,0
2023-07-22 19:45:47,1,1,1,1,1,0,0
2023-07-22 19:45:57,1,1,1,1,1,0,0
2023-07-22 19:46:07,1,1,1,1,1,0,0
2023-07-22 19:46:17,1,1,1,1,1,0,0
2023-07-22 19:46:27,1,1,1,1,1,0,0
2023-07-22 19:46:37,1,1,1,1,1,0,0
2023-07-22 19:46:47,1,1,1,1,1,0,0
2023-07-22 19:46:57,1,1,1,1,1,0,0
2023-07-22 19:47:07,1,1,1,1,1,0,0
2023-07-22 19:47:17,1,1,1,1,1,0,0
2023-07-22 19:47:27,1,1,1,1,1,0,0
2023-07-22 19:47:37,1,1,1,1,1,0,0
2023-07-22 19:47:47,1,1,1,1,1,0,0
2023-07-22 19:47:57,1,1,1,1,1,0,0
2023-07-22 19:48:07,1,1,1,1,1,0,0
2023-07-22 19:48:17,1,1,1,1,1,0,0
2023-07-22 19:48:27,1,1,1,1,1,0,0
2023-07-22 19:48:37,1,1,1,1,1,0,0
2023-07-22 19:48:47,1,1,1,1,1,0,0
2023-07-22 19:48:57,1,1,1,1,1,0,0
2023-07-22 19:49:07,1,1,1,1,1,0,0
2023-07-22 19:49:17,1,1,1,1,1,0,0
2023-07-22 19:49:27,1,1,1,1,1,0,0
2023-07-22 19:49:37,1,1,1,1,1,0,0
2023-07-22 19:49:47,1,1,1,1,1,0,0
2023-07-22 19:49:57,1,1,1,1,1,0,0
2023-07-22 19:50:07,1,1,1,1,1,0,0
2023-07-22 19:50:17,1,1,1,1,1,0,0
2023-07-22 19:50:27,1,1,1,1,1,0,0
2023-07-22 19:50:37,1,1,1,1,1,0,0
2023-07-22 19:50:47,1,1,1,1,1,0,0
2023-07-22 19:50:57,1,1,1,1,1,0,0
2023-07-22 19:51:07,1,1,1,1,1,0,0
2023-07-22 19:51:17,1,1,1,1,1,0,0
2023-07-22 19:51:27,1,1,1,1,1,0,0
2023-07-22 19:51:37,1,1,1,1,1,0,0
2023-07-22 19:51:47,1,1,1,1,1,0,0
2023-07-22 19:51:57,1,1,1,1,1,0,0
2023-07-22 19:52:07,1,1,1,1,1,0,0
2023-07-22 19:52:17,1,1,1,1,1,0,0
2023-07-22 19:52:27,1,1,1,1,1,0,0
2023-07-22 19:52:37,1,1,1,1,1,0,0
2023-07-22 19:52:47,1,1,1,1,1,0,0
2023-07-22 19:52:57,1,1,1,1,1,0,0
2023-07-22 19:53:07,1,1,1,1,1,0,0
2023-07-22 19:53:17,1,1,1,1,1,0,0
2023-07-22 19:53:27,1,1,1,1,1,0,0
2023-07-22 19:53:37,1,1,1,1,1,0,0
2023-07-22 19:53:47,1,1,1,1,1,0,0
2023-07-22 19:53:57,1,1,1,1,1,0,0
2023-07-22 19:54:07,1,1,1,1,1,0,0
2023-07-22 19:54:17,1,1,1,1,1,0,0
2023-07-22 19:54:27,1,1,1,1,1,0,0
2023-07-22 19:54:37,1,1,1,1,1,0,0
2023-07-22 19:54:47,1,1,1,1,1,0,0
2023-07-22 19:54:57,1,1,1,1,1,0,0
2023-07-22 19:55:07,1,1,1,1,1,0,0
2023-07-22 19:55:17,1,1,1,1,1,0,0
2023-07-22 19:55:27,1,1,1,1,1,0,0
2023-07-22 19:55:37,1,1,1,1,1,0,0
2023-07-22 19:55:47,1,1,1,1,1,0,0
2023-07-22 19:55:57,1,1,1,1,1,0,0
2023-07-22 19:56:07,1,1,1,1,1,0,0
2023-07-22 19:56:17,1,1,1,1,1,0,0
2023-07-22 19:56:27,1,1,1,1,1,0,0
2023-07-22 19:56:37,1,1,1,1,1,0,0
2023-07-22 19:56:47,1,1,1,1,1,0,0
2023-07-22 19:56:57,1,1,1,1,1,0,0
2023-07-22 19:57:07,1,1,1,1,1,0,0
2023-07-22 19:57:17,1,1,1,1,1,0,0
2023-07-22 19:57:27,1,1,1,1,1,0,0
2023-07-22 19:57:37,1,1,1,1,1,0,0
2023-07-22 19:57:47,1,1,1,1,1,0,0
2023-07-22 19:57:57,1,1,1,1,1,0,0
2023-07-22 19:58:07,1,1,1,1,1,0,0
2023-07-22 19:58:17,1,1,1,1,1,0,0
2023-07-22 19:58:27,1,1,1,1,1,0,0
2023-07-22 19:58:37,1,1,1,1,1,0,0
2023-07-22 19:58:47,1,1,1,1,1,0,0
2023-07-22 19:58:57,1,1,1,1,1,0,0
2023-07-22 19:59:07,1,1,1,1,1,0,0
2023-07-22 19:59:17,1,1,1,1,1,0,0
2023-07-22 19:59:27,1,1,1,1,1,0,0
2023-07-22 19:59:37,1,1,1,1,1,0,0
2023-07-22 19:59:47,1,1,1,1,1,0,0
2023-07-22 19:59:57,1,1,1,1,1,0,0
2023-07-22 20:00:07,1,1,1,1,1,0,0
2023-07-22 20:00:17,1,1,1,1,1,0,0
2023-07-22 20:00:27,1,1,1,1,1,0,0
2023-07-22 20:00:37,1,1,1,1,1,0,0
2023-07-22 20:00:47,1,1,1,1,1,0,0
2023-07-22 20:00:57,1,1,1,1,1,0,0
2023-07-22 20:01:07,1,1,1,1,1,0,0
2023-07-22 20:01:17,1,1,1,1,1,0,0
2023-07-22 20:01:27,1,1,1,1,1,0,0
2023-07-22 20:01:37,1,1,1,1,1,0,0
2023-07-22 20:01:47,1,1,1,1,1,0,0
2023-07-22 20:01:57,1,1,1,1,1,0,0
2023-07-22 20:02:07,1,1,1,1,1,0,0
2023-07-22 20:02:17,1,1,1,1,1,0,0
2023-07-22 20:02:27,1,1,1,1,1,0,0
2023-07-22 20:02:37,1,1,1,1,1,0,0
2023-07-22 20:02:47,1,1,1,1,1,0,0
2023-07-22 20:02:57,1,1,1,1,1,0,0
2023-07-22 20:03:07,1,1,1,1,1,0,0
2023-07-22 20:03:17,1,1,1,1,1,0,0
2023-07-22 20:03:27,1,1,1,1,1,0,0
